PLACE_NAME,FEATURE,LONGITUDE,LATITUDE,geometry,suburb,postcode
River Gum Creek Reserve/Kilberry Bvd (Hampton Park),BUS,145.279812,-38.035767,POINT (2524565.380417757 2385019.510522458),HAMPTON PARK,3976.0
Benambra Way/Warana Dr (Hampton Park),BUS,145.280569,-38.033138,POINT (2524632.7048184653 2385311.127086414),HAMPTON PARK,3976.0
Kirkwood Cres/Warana Dr (Hampton Park),BUS,145.283018,-38.035102,POINT (2524847.06986116 2385092.4931398975),HAMPTON PARK,3976.0
Daisy Ct/Sneddon Dr (Narre Warren South),BUS,145.293267,-38.047634,POINT (2525742.5417780383 2383698.735187795),NARRE WARREN SOUTH,3976.0
Angel Cl/Sneddon Dr (Narre Warren South),BUS,145.294545,-38.049536,POINT (2525854.066933097 2383487.2729385803),NARRE WARREN SOUTH,3976.0
Seebeck Dr/Sneddon Dr (Narre Warren South),BUS,145.296175,-38.050506,POINT (2525996.8110454646 2383379.158128105),NARRE WARREN SOUTH,3976.0
River Gum Creek Reserve/Seebeck Dr (Narre Warren South),BUS,145.295194,-38.052005,POINT (2525910.1896157074 2383213.0341006042),NARRE WARREN SOUTH,3976.0
Beatrice St/Princess St (Kew),BUS,145.029239,-37.804278,POINT (2502575.3205400323 2410748.7489207154),KEW,3101.0
Kellett Gr/Willsmere Rd (Kew),BUS,145.039327,-37.792181,POINT (2503464.2240877594 2412091.0317406813),KEW,3101.0
The Concord/Grimshaw St (Bundoora),BUS,145.068578,-37.701031,POINT (2506047.794056053 2422205.782908341),BUNDOORA,3083.0
Belford Rd/Kilby Rd (Kew East),BUS,145.047873,-37.791521,POINT (2504216.9512054217 2412163.934490446),KEW EAST,3102.0
Peterson St/Highett Rd (Highett),BUS,145.024791,-37.94668,POINT (2502179.5261981143 2394943.6281289095),HIGHETT,3188.0
Ricketts Rd/Blackburn Rd (Mount Waverley),BUS,145.143628,-37.896689,POINT (2512633.0026894296 2400483.0092485463),MOUNT WAVERLEY,3149.0
Glenwood Dr/Springvale Rd (Springvale South),BUS,145.149817,-37.965114,POINT (2513165.4002190847 2392887.4868052667),SPRINGVALE SOUTH,3172.0
Victoria St/Rathdowne St (Carlton),BUS,144.969016,-37.806851,POINT (2497272.140593753 2410463.1307919594),CARLTON,3053.0
Whitehall St/Hopkins St (Footscray),BUS,144.905656,-37.80055,POINT (2491692.116317598 2411158.785376534),FOOTSCRAY,3011.0
Rose St/Elgar Rd (Doncaster),BUS,145.12286,-37.790091,POINT (2510821.6970000723 2412316.7224030616),DONCASTER,3108.0
Kilberry Ave/Springvale Rd (Springvale South),BUS,145.149075,-37.968797,POINT (2513099.56175539 2392478.798211879),SPRINGVALE SOUTH,3172.0
Mackie Rd/Wanda St (Mulgrave),BUS,145.165957,-37.923498,POINT (2514591.7130416017 2397504.236862071),MULGRAVE,3170.0
Shaftsbury St/Wanda St (Mulgrave),BUS,145.16459,-37.920386,POINT (2514472.1285802904 2397849.855774829),MULGRAVE,3170.0
Columbia Dr/Brandon Park Dr (Wheelers Hill),BUS,145.181433,-37.918728,POINT (2515953.398906784 2398031.1869614515),WHEELERS HILL,3150.0
Mantova Dr/Brandon Park Dr (Wheelers Hill),BUS,145.179259,-37.916919,POINT (2515762.620065695 2398232.3337547593),WHEELERS HILL,3150.0
Mantova Dr/Brandon Park Dr (Wheelers Hill),BUS,145.179019,-37.916978,POINT (2515741.525844364 2398225.8204592345),WHEELERS HILL,3150.0
Milleara SC/Milleara Rd (Keilor East),BUS,144.862087,-37.749013,POINT (2487846.9301288053 2416873.954431573),KEILOR EAST,3034.0
Claredale Rd/Princes Hwy (Doveton),BUS,145.228189,-38.00062,POINT (2520042.732863923 2388932.816645951),DOVETON,3177.0
Lace St/Princes Hwy (Doveton),BUS,145.237899,-38.001766,POINT (2520895.2515787897 2388803.530515084),EUMEMMERRING,3177.0
Olive Rd/Princes Hwy (Eumemmerring),BUS,145.245917,-38.002715,POINT (2521599.225931597 2388696.399914072),EUMEMMERRING,3177.0
Doveton Ave/Princes Hwy (Eumemmerring),BUS,145.249812,-38.003188,POINT (2521941.1680646036 2388643.013538938),EUMEMMERRING,3177.0
Harmer Rd/Princes Hwy (Hallam),BUS,145.256762,-38.00403,POINT (2522551.3376351544 2388547.9260762297),HALLAM,3803.0
Decor Dr/Princes Hwy (Hallam),BUS,145.262599,-38.004757,POINT (2523063.7356665065 2388465.831182787),HALLAM,3803.0
Hallam Senior Citizens/Princes Hwy (Hallam),BUS,145.266064,-38.00515,POINT (2523367.932851471 2388421.3712783065),HALLAM,3803.0
Athol Road Primary School/Athol Rd (Springvale South),BUS,145.150574,-37.971236,POINT (2513230.852278458 2392207.874646703),SPRINGVALE SOUTH,3172.0
Donvale Terminus/Mitcham Rd (Donvale),BUS,145.179843,-37.797555,POINT (2515839.024427478 2411480.345310757),DONVALE,3111.0
Delaware Ct/Wilmington Ave (Hoppers Crossing),BUS,144.67191,-37.865458,POINT (2471132.172147956 2403909.14141402),HOPPERS CROSSING,3029.0
The Grange Primary Campus/Bethany Rd (Hoppers Crossing),BUS,144.680279,-37.859901,POINT (2471866.4722333383 2404528.4077713024),HOPPERS CROSSING,3029.0
Crana Ct/Evrah Dr (Hoppers Crossing),BUS,144.699166,-37.860749,POINT (2473528.7410182236 2404439.70790847),HOPPERS CROSSING,3029.0
Eden Ave/Greenwood Dr (Watsonia),BUS,145.079216,-37.708549,POINT (2506985.1690009353 2421370.682564078),WATSONIA,3087.0
Parker St/Athol Rd (Springvale South),BUS,145.154024,-37.971651,POINT (2513533.9045081665 2392161.3279171595),SPRINGVALE SOUTH,3172.0
MacKillop Catholic College/Russell St (Werribee),BUS,144.665058,-37.908567,POINT (2470546.0851090876 2399122.3706846815),WERRIBEE,3030.0
Billingham Rd/Tamar Dr (Deer Park),BUS,144.764699,-37.759218,POINT (2479267.4281990947 2415724.5381043144),DEER PARK,3023.0
Mackay St/Athol Rd (Springvale South),BUS,145.157326,-37.972099,POINT (2513823.9468304613 2392111.1255354164),SPRINGVALE SOUTH,3172.0
Albert Pl/Morris Rd (Hoppers Crossing),BUS,144.705452,-37.85487,POINT (2474079.8514452484 2405093.938360367),HOPPERS CROSSING,3029.0
Noble St/Athol Rd (Noble Park),BUS,145.161026,-37.972535,POINT (2514148.972001122 2392062.1825892264),SPRINGVALE SOUTH,3172.0
Clarafield Cres/Sayers Rd (Hoppers Crossing),BUS,144.676586,-37.847221,POINT (2471536.7353399023 2405934.645216354),HOPPERS CROSSING,3029.0
Sandleford Way/Sayers Rd (Hoppers Crossing),BUS,144.673359,-37.846851,POINT (2471252.582428402 2405974.7401025686),HOPPERS CROSSING,3029.0
Jeffery Ave/Athol Rd (Noble Park),BUS,145.164169,-37.972936,POINT (2514425.0669754217 2392017.2074587606),NOBLE PARK,3172.0
Abbotswood Dr/Tarneit Rd (Hoppers Crossing),BUS,144.669077,-37.849289,POINT (2470876.644462582 2405702.848255582),HOPPERS CROSSING,3029.0
Werribee Park Mansion/Main Dr (Werribee South),BUS,144.671828,-37.927237,POINT (2471148.586031013 2397052.2352922307),WERRIBEE SOUTH,3030.0
Werribee Zoo Bus Loop/Main Dr (Werribee South),BUS,144.66753,-37.922826,POINT (2470769.006525188 2397540.508573168),WERRIBEE SOUTH,3030.0
Rivercoast Rd/Beach Rd (Werribee South),BUS,144.686209,-37.971081,POINT (2472428.9500107816 2392190.1059642965),WERRIBEE SOUTH,
Corrigan Rd/Athol Rd (Noble Park),BUS,145.165951,-37.973162,POINT (2514581.596686404 2391991.852227225),SPRINGVALE SOUTH,3172.0
Diggers Rd/K Rd (Werribee South),BUS,144.688247,-37.944556,POINT (2472598.3760938407 2395134.7996093724),WERRIBEE SOUTH,3030.0
Nepean Hwy/South Rd (Moorabbin),BUS,145.035951,-37.93316,POINT (2503160.997108055 2396443.943084971),BENTLEIGH,3204.0
Simon Ave/Corrigan Rd (Noble Park),BUS,145.166389,-37.975692,POINT (2514619.569016342 2391710.968921882),NOBLE PARK,3173.0
Hansworth St/Wanda St (Mulgrave),BUS,145.166776,-37.92945,POINT (2514662.5633557336 2396843.486859558),MULGRAVE,3170.0
Albany Dr/Police Rd (Mulgrave),BUS,145.172747,-37.935076,POINT (2515186.396230303 2396218.106274519),MULGRAVE,3170.0
Ranfurlie Dr/Springvale Rd (Glen Waverley),BUS,145.163365,-37.894628,POINT (2514369.3196204137 2400708.962503424),GLEN WAVERLEY,3150.0
Princes Hwy/South Gippsland Hwy (Dandenong South),BUS,145.226228,-38.002618,POINT (2519869.975305442 2388711.4572204035),DANDENONG SOUTH,3175.0
Hampton Park SC/Fordholm Rd (Hampton Park),BUS,145.264555,-38.0353,POINT (2523226.1239038478 2385075.1773211993),HAMPTON PARK,3976.0
Wallarano Dr/Corrigan Rd (Noble Park),BUS,145.165792,-37.978657,POINT (2514566.5535488934 2391381.9543623114),NOBLE PARK,3173.0
Irving Rd/Oakwood Ave (Dandenong North),BUS,145.19915,-37.962374,POINT (2517501.070994851 2393183.6609249786),DANDENONG NORTH,3174.0
Princes Hwy/South Gippsland Hwy (Dandenong South),BUS,145.226429,-38.002297,POINT (2519887.703184442 2388747.048412686),DANDENONG SOUTH,3175.0
Cameron Close Ret Village/Warrigal Rd (Burwood),BUS,145.097444,-37.841006,POINT (2508577.343720103 2406668.3979234016),CAMBERWELL,3127.0
North Rd/Warrigal Rd (Oakleigh South),BUS,145.085234,-37.910136,POINT (2507495.76527804 2398996.681833164),BENTLEIGH EAST,3167.0
Bossington St/Warrigal Rd (Oakleigh South),BUS,145.083947,-37.916793,POINT (2507381.9384535085 2398257.9053542074),OAKLEIGH SOUTH,3167.0
Old Dandenong Rd/Warrigal Rd (Oakleigh South),BUS,145.081284,-37.930826,POINT (2507146.45927922 2396700.55280984),OAKLEIGH SOUTH,3165.0
Mordialloc SC/Centre Way (Mordialloc),BUS,145.086003,-38.007628,POINT (2507553.608186478 2388175.5586615913),MORDIALLOC,3195.0
Wattle Park Primary School/Warrigal Rd (Camberwell),BUS,145.096815,-37.843375,POINT (2508521.6884600734 2406405.524851676),BURWOOD,3125.0
Hewitt St/Keys Rd (Cheltenham),BUS,145.061388,-37.948027,POINT (2505396.0985603416 2394792.669830785),CHELTENHAM,3189.0
Bernard St/Herald St (Cheltenham),BUS,145.073274,-37.953927,POINT (2506440.301582388 2394137.062351306),CHELTENHAM,3202.0
Pamburra Ct/Plenty River Dr (Greensborough),BUS,145.105328,-37.695229,POINT (2509289.1786445645 2422846.73367171),GREENSBOROUGH,3088.0
Toyota Australia/Grieve Pde (Altona North),BUS,144.826559,-37.833667,POINT (2484733.1387979756 2407473.422517324),ALTONA NORTH,3025.0
Foote St/High St (Templestowe Lower),BUS,145.118333,-37.758107,POINT (2510427.384749662 2415866.98527625),TEMPLESTOWE LOWER,3107.0
Research PS/Main Rd (Research),BUS,145.182291,-37.703136,POINT (2516074.6827281644 2421958.9511109665),RESEARCH,3095.0
355 Kangaroo Ground-Warrandyte Rd (Kangaroo Ground),BUS,145.226112,-37.701578,POINT (2519939.157214641 2422123.5710246544),KANGAROO GROUND,3097.0
Friars Rd/Keys Rd (Cheltenham),BUS,145.064486,-37.948358,POINT (2505668.3803617572 2394755.7486113673),CHELTENHAM,3189.0
Allawah Cl/Kingsclere Ave (Keysborough),BUS,145.169448,-37.984085,POINT (2514886.7011047895 2390778.907227561),KEYSBOROUGH,3173.0
Earlington Bvd/Westwood Dr (Burnside),BUS,144.749309,-37.749436,POINT (2477908.5120781567 2416806.7252388317),BURNSIDE,3023.0
Rockbank Middle Rd/Westwood Dr (Burnside),BUS,144.748939,-37.747401,POINT (2477875.303463822 2417032.4904388953),BURNSIDE,3023.0
St Peter Chanel/Ballarat Rd (Deer Park),BUS,144.768575,-37.768465,POINT (2479611.459081456 2414699.1046519335),DEER PARK,3023.0
Brookside Recreation Reserve/Rockbank Middle Rd (Caroline Springs),BUS,144.737778,-37.743466,POINT (2476890.5121444548 2417466.5677903257),CAROLINE SPRINGS,3023.0
Chesney St/Kingsclere Ave (Keysborough),BUS,145.169745,-37.987253,POINT (2514912.165786298 2390427.2268464062),KEYSBOROUGH,3173.0
Kenmare St/Greenwood Dr (Watsonia),BUS,145.07735,-37.708321,POINT (2506820.6707871365 2421396.1285454985),WATSONIA,3087.0
Bundeena Ave/Kingsclere Ave (Keysborough),BUS,145.171652,-37.990707,POINT (2515078.9920140216 2390043.5450270036),KEYSBOROUGH,3173.0
Kingsclere Ave/Cheltenham Rd (Keysborough),BUS,145.176542,-37.99464,POINT (2515507.724859447 2389606.212561069),KEYSBOROUGH,3173.0
Cabinda Dr/Cheltenham Rd (Keysborough),BUS,145.179822,-37.995087,POINT (2515795.7380988155 2389556.064724002),KEYSBOROUGH,3173.0
Cheltenham Rd/Chandler Rd (Keysborough),BUS,145.181912,-37.99393,POINT (2515979.5790404854 2389684.132694632),KEYSBOROUGH,3173.0
Parkmore Rd/Chandler Rd (Keysborough),BUS,145.18251,-37.990929,POINT (2516032.7421259596 2390017.136324539),KEYSBOROUGH,3173.0
Elmbank Dr/Chandler Rd (Keysborough),BUS,145.182852,-37.989051,POINT (2516063.184780869 2390225.522021869),KEYSBOROUGH,3173.0
Eastern Fwy/Eastern Fwy On Ramp (Balwyn North),BUS,145.078251,-37.780972,POINT (2506893.4924523826 2413332.9514047336),BALWYN NORTH,3104.0
Graduate Cres/Brandon Park Dr (Wheelers Hill),BUS,145.163913,-37.909173,POINT (2514414.7638669685 2399094.5122087076),WHEELERS HILL,3150.0
Mackellar Ave/Brandon Park Dr (Wheelers Hill),BUS,145.166303,-37.911851,POINT (2514624.4204525035 2398796.907384895),WHEELERS HILL,3150.0
Drysdale Ct/Brandon Park Dr (Wheelers Hill),BUS,145.168324,-37.913847,POINT (2514801.7174042407 2398575.053145523),WHEELERS HILL,3150.0
Tudawali Cres/Brandon Park Dr (Wheelers Hill),BUS,145.170934,-37.916393,POINT (2515030.714494476 2398292.057576228),WHEELERS HILL,3150.0
Ondine Dr/Brandon Park Dr (Wheelers Hill),BUS,145.173563,-37.918191,POINT (2515261.5251114317 2398092.083339027),WHEELERS HILL,3150.0
Somerset Dr/Chandler Rd (Keysborough),BUS,145.183269,-37.986904,POINT (2516100.264440142 2390463.763675344),KEYSBOROUGH,3173.0
Lum Rd/Brandon Park Dr (Wheelers Hill),BUS,145.17713,-37.917012,POINT (2515575.4277955415 2398222.36520339),WHEELERS HILL,3150.0
Heatherton Rd/Menzies Ave (Dandenong North),BUS,145.211326,-37.969076,POINT (2518569.392289292 2392437.476138358),DANDENONG NORTH,3174.0
De Villiers Dr/James St (Dandenong North),BUS,145.210881,-37.971448,POINT (2518529.711161461 2392174.2790909708),DANDENONG,3174.0
Charles St/James St (Dandenong),BUS,145.210398,-37.973991,POINT (2518486.6693529407 2391892.1187771466),DANDENONG,3174.0
David St/James St (Dandenong North),BUS,145.209903,-37.97657,POINT (2518442.546171363 2391605.9544691276),DANDENONG,3174.0
Isaac Rd/Chandler Rd (Keysborough),BUS,145.183791,-37.984226,POINT (2516146.6947601344 2390760.915696067),KEYSBOROUGH,3173.0
Mt Alexander Rd/Ormond Rd (Ascot Vale),BUS,144.92816,-37.772705,POINT (2493671.5950537743 2414250.9203484235),ASCOT VALE,3032.0
Ormond Park/Ormond Rd (Ascot Vale),BUS,144.934273,-37.773371,POINT (2494210.1997866794 2414177.3931306843),ASCOT VALE,3032.0
Stranger St/Brunswick Rd (Brunswick),BUS,144.964445,-37.777655,POINT (2496868.426434141 2413703.3448160235),BRUNSWICK,3056.0
Head St/New St (Brighton),BUS,144.995625,-37.891783,POINT (2499615.7018578197 2401037.05280489),BRIGHTON,3186.0
King Edward Ave/Sydney St (Albion),BUS,144.822372,-37.782034,POINT (2484353.8990513277 2413203.3237160016),ALBION,3020.0
Gresswell Park Dr/Greenwood Dr (Watsonia),BUS,145.074929,-37.708083,POINT (2506607.2259840835 2421422.708702054),WATSONIA,3087.0
Popes Rd/Chandler Rd (Noble Park),BUS,145.184142,-37.982438,POINT (2516177.91426151 2390959.3191994736),KEYSBOROUGH,3173.0
North Brighton Station/Bay St (Brighton),BUS,145.003168,-37.905537,POINT (2500279.1298212013 2399510.484683967),BRIGHTON,3186.0
Shorts Rd/Lorensen Ave (Coburg North),BUS,144.960754,-37.723538,POINT (2496540.797868161 2419709.358971318),COBURG NORTH,3058.0
Mountain Hwy/Stud Rd (Wantirna),BUS,145.247698,-37.844834,POINT (2521801.23908489 2406219.55305057),BAYSWATER,3152.0
Stackpoole St/Chandler Rd (Noble Park),BUS,145.184533,-37.980462,POINT (2516212.6863593445 2391178.5838316297),NOBLE PARK,3174.0
Stranger St/Brunswick Rd (Brunswick),BUS,144.963986,-37.777412,POINT (2496827.9821543884 2413730.2991200993),BRUNSWICK,3056.0
Nicholson St/Reid St (Fitzroy North),BUS,144.976719,-37.785148,POINT (2497949.8528963965 2412872.058008129),CARLTON NORTH,3054.0
Yarraman Rd/Chandler Rd (Noble Park),BUS,145.184994,-37.977918,POINT (2516253.7503442992 2391460.870264042),NOBLE PARK,3174.0
Braybrook SC/Ashley St (Braybrook),BUS,144.86528,-37.781657,POINT (2488133.4572847937 2413251.366261089),BRAYBROOK,3019.0
Lynette Ct/Chandler Rd (Noble Park),BUS,145.18539,-37.975681,POINT (2516289.0256994856 2391709.1029489283),NOBLE PARK,3174.0
Francis St/Malvern Rd (South Yarra),BUS,145.000136,-37.847738,POINT (2500012.50503501 2405925.612872499),SOUTH YARRA,3141.0
Magnolia Rd/Gardenvale Rd (Gardenvale),BUS,145.009886,-37.898045,POINT (2500870.011135762 2400341.9876804454),GARDENVALE,3186.0
Begonia Rd/Gardenvale Rd (Gardenvale),BUS,145.007472,-37.89776,POINT (2500657.685040288 2400373.642910732),GARDENVALE,3186.0
Pamela St/Railway Pde (Noble Park),BUS,145.187385,-37.974657,POINT (2516464.541972634 2391822.4207870187),NOBLE PARK,3174.0
Braybrook SC/Ashley St (Braybrook),BUS,144.865438,-37.781696,POINT (2488147.352945126 2413247.0607915055),MAIDSTONE,3019.0
The Pines SC/Reynolds Rd (Doncaster East),BUS,145.167775,-37.762879,POINT (2514782.9740518793 2415330.8216642374),DONCASTER EAST,3109.0
Liege Ave/Railway Pde (Noble Park),BUS,145.189365,-37.976084,POINT (2516638.1933193 2391663.6822685106),NOBLE PARK,3174.0
The Pines SC/Reynolds Rd (Doncaster East),BUS,145.168185,-37.762804,POINT (2514819.116874837 2415339.078438309),DONCASTER EAST,3109.0
Flinders Lane/Queen St (Melbourne City),BUS,144.962006,-37.818093,POINT (2496655.3613316664 2409215.190491299),MELBOURNE,3000.0
Flinders Lane/Queen St (Melbourne City),BUS,144.961824,-37.817685,POINT (2496639.304988206 2409260.4636197668),MELBOURNE,3000.0
Yarraman Station/Railway Pde (Noble Park),BUS,145.192879,-37.978563,POINT (2516946.3729243414 2391387.9100881163),NOBLE PARK,3174.0
Collins St/Queen St (Melbourne City),BUS,144.961296,-37.816648,POINT (2496592.7915791967 2409375.5365753695),MELBOURNE,3000.0
Little Collins St/Queen St (Melbourne City),BUS,144.961104,-37.816176,POINT (2496575.844175847 2409427.921263693),MELBOURNE,3000.0
Bourke St/Queen St (Melbourne City),BUS,144.960698,-37.815268,POINT (2496540.080250678 2409528.6842029886),MELBOURNE,3000.0
Bourke St/Queen St (Melbourne City),BUS,144.960366,-37.814532,POINT (2496510.7897253134 2409610.3509555506),MELBOURNE,3000.0
Bourke St/Queen St (Melbourne City),BUS,144.960322,-37.814468,POINT (2496506.919667998 2409617.4514208576),MELBOURNE,3000.0
Lonsdale St/Queen St (Melbourne City),BUS,144.95983,-37.813369,POINT (2496463.537657993 2409739.417117662),MELBOURNE,3000.0
La Trobe St/Queen St (Melbourne City),BUS,144.959069,-37.811698,POINT (2496396.480044656 2409924.841518689),MELBOURNE,3000.0
Queen Victoria Market/Franklin St (Melbourne City),BUS,144.956188,-37.809494,POINT (2496142.6826798567 2410169.345303027),MELBOURNE,3000.0
Queen Victoria Market/Peel St (Melbourne City),BUS,144.955534,-37.80933,POINT (2496085.075934118 2410187.518260438),MELBOURNE,3000.0
Dallimore Ct/Railway Pde (Noble Park),BUS,145.195454,-37.980332,POINT (2517172.209264902 2391191.0937354583),NOBLE PARK,3174.0
William St/A'Beckett St (Melbourne City),BUS,144.956331,-37.810488,POINT (2496155.318024114 2410059.0343831843),MELBOURNE,3000.0
La Trobe St/Queen St (Melbourne City),BUS,144.95885,-37.810604,POINT (2496377.123058867 2410046.257544874),MELBOURNE,3000.0
Lonsdale St/Queen St (Melbourne City),BUS,144.959727,-37.812548,POINT (2496454.433492773 2409830.531561164),MELBOURNE,3000.0
Little Bourke St/Queen St (Melbourne City),BUS,144.960295,-37.813792,POINT (2496504.5110672447 2409692.4866938544),MELBOURNE,3000.0
Bourke St/Queen St (Melbourne City),BUS,144.960681,-37.814628,POINT (2496538.529457922 2409599.7143331217),MELBOURNE,3000.0
Little Collins St/Queen St (Melbourne City),BUS,144.961175,-37.815682,POINT (2496582.0977972834 2409482.7526802365),MELBOURNE,3000.0
Casino East/Queens Bridge St (Southbank),BUS,144.961214,-37.82209,POINT (2496585.8107294478 2408771.5463218093),SOUTHBANK,3006.0
Belfort St/Railway Pde (Dandenong),BUS,145.19841,-37.982387,POINT (2517431.4303249028 2390962.4645582484),DANDENONG,3174.0
Kavanagh St/Southbank Bvd (Southbank),BUS,144.965776,-37.823097,POINT (2496987.481766093 2408659.934594509),SOUTHBANK,3006.0
Victorian College of the Arts/Southbank Bvd (Southbank),BUS,144.968248,-37.823707,POINT (2497205.146577916 2408592.3052668665),SOUTHBANK,3006.0
City Rd/Southbank Bvd (Southbank),BUS,144.964651,-37.823122,POINT (2496888.4392556753 2408657.121506608),SOUTHBANK,3006.0
Casino East/Queens Bridge St (Southbank),BUS,144.961259,-37.821694,POINT (2496589.754644809 2408815.4990307568),SOUTHBANK,3006.0
Lea Cres/Greenwood Dr (Bundoora),BUS,145.072169,-37.707785,POINT (2506363.8836418986 2421455.968433067),WATSONIA,3087.0
Mt Cooper Dr/Plenty Rd (Bundoora),BUS,145.056437,-37.702958,POINT (2504977.0617694375 2421992.6143216807),BUNDOORA,3083.0
Grimshaw St/Plenty Rd (Bundoora),BUS,145.057883,-37.700567,POINT (2505104.740209928 2422257.899628006),BUNDOORA,3083.0
Elwood St/New St (Brighton),BUS,144.994058,-37.900065,POINT (2499477.9208847545 2400117.8186828904),BRIGHTON,3186.0
North Rd/New St (Brighton),BUS,144.994508,-37.89772,POINT (2499517.4829474357 2400378.0901469924),BRIGHTON,3186.0
Martin St/New St (Brighton),BUS,144.994721,-37.89658,POINT (2499536.2202180917 2400504.624540045),BRIGHTON,3186.0
Bentleigh Station/Centre Rd (Bentleigh),BUS,145.037327,-37.918205,POINT (2503282.6058409526 2398103.7948248694),BENTLEIGH,3204.0
Bent St/Centre Rd (Bentleigh),BUS,145.037837,-37.918277,POINT (2503327.456402859 2398095.785667848),BENTLEIGH,3204.0
McKinnon Station/McKinnon Rd (Mckinnon),BUS,145.03844,-37.910996,POINT (2503380.8032580484 2398903.8978275917),MCKINNON,3204.0
